"","logFC","logCPM","F","PValue","FDR"
"Stat4",-2.65246932329489,8.37026065938505,30.966038485037,3.45012525770399e-05,0.228475555944712
"Ikzf1",-1.79125048045344,7.31025582145022,28.1241704992551,5.88154529730059e-05,0.228475555944712
"Satb1",-2.45796014405605,7.6206704823731,25.0005414629136,0.000110260148682619,0.228475555944712
"Atosa",-1.23083162291772,4.54764485436496,23.8103512769774,0.000141929637107046,0.228475555944712
"Il7r",-2.20751225221614,7.59169597620519,23.5668758082366,0.000149596242565334,0.228475555944712
"Arhgap15",-2.24913627211005,9.63473068041832,23.3970131243536,0.00015521958310944,0.228475555944712
"Ppp1r16b",-2.06962487342131,7.60381054038582,22.816544323477,0.00017630088957402,0.228475555944712
"Dock2",-2.18184827801053,8.93715170229921,22.552813899234,0.000186924399889157,0.228475555944712
"Serinc5",-0.967022447633783,3.71208232166657,22.1921081600791,0.000202634772283239,0.228475555944712
"Rac2",-1.58889855175306,8.19623706254605,21.8278537449256,0.000220016914755834,0.228475555944712
"Inpp5d",-1.53003850617566,8.24986368647345,21.4922306568883,0.000237523023853306,0.228475555944712
"Ptprc",-1.35710488125127,9.43617151109356,19.7936312465764,0.000353888970015852,0.312041599311478
"Itga4",-1.72096138470649,7.98322583837663,18.9006110633419,0.00043991733541971,0.339339113997474
"Mir142hg",-2.28237593084689,7.70671644716176,18.5187884093552,0.000483672863687895,0.339339113997474
"Samsn1",-1.83733695976918,8.19356771089707,18.2950969508167,0.000511563723493211,0.339339113997474
"BC018473",-1.65073225765081,5.43427013587489,18.0551124670699,0.000543509456620158,0.339339113997474
"Skap1",-2.04687534249032,8.44597625875866,17.9451439189196,0.000558890942171265,0.339339113997474
"Ctla2a",1.16607289386846,7.45302193296345,17.8181064173307,0.000577270962286602,0.339339113997474
"Sorl1",-1.50978503407939,6.76019975872904,17.3238206489098,0.000655526028410768,0.365058995084965
"Lyz2",1.79033372881266,10.8086291767313,16.7300789118978,0.000765705108726102,0.37855098317366
"Runx3",-1.46241705812336,8.01845355073374,16.3811181556089,0.000840084278084012,0.37855098317366
"Aff3",-1.73738786210655,5.79510205220668,16.3419503452458,0.000848927266297606,0.37855098317366
"Miga1",1.2403111796124,2.04368290867036,16.3031030685207,0.000857801219193702,0.37855098317366
"Ighm",-3.08423923120614,4.48921063304146,16.299473512856,0.000858635629540481,0.37855098317366
"Cytip",-1.3967238234366,8.6767071928467,15.5580993882268,0.00104985588287199,0.422727850158042
"Slc9a9",-1.18147471507003,7.33324054384497,15.5539144860807,0.00105106303074933,0.422727850158042
"Fli1",-1.71782589018681,7.74681122229601,15.3956921932173,0.00109786670282378,0.422727850158042
"Ripor2",-1.21878427297534,6.69255760909114,15.3278618297726,0.00111864472208914,0.422727850158042
"Elmo2",-0.970159166477246,4.58725886722756,14.8095703149542,0.00129281898008569,0.450712973319321
"Rora",-1.85051873781564,8.49785550714218,14.6706868150891,0.0013445291506376,0.450712973319321
"Grap2",-1.70912130471377,8.23896065579142,14.5292539416914,0.00139958899238091,0.450712973319321
"St8sia4",-1.49365848556841,7.19752373334624,14.4982499028765,0.0014119946492098,0.450712973319321
"Emb",-1.17865830225119,8.45195356334501,14.4434432102539,0.00143422788606751,0.450712973319321
"Ppm1h",-1.19048806913248,7.1178994880005,14.4092958742526,0.00144827909392845,0.450712973319321
"Armcx3",1.66105435007888,3.2895907405625,12.7555310800132,0.00235662732650532,0.712442106907223
"Gm26740",-1.60823420063725,7.22212391745519,12.5572498617332,0.00250336636175344,0.735781096492033
"Hddc3",1.17762813846058,1.61854155721419,12.3666396906798,0.00265418596316483,0.759025450709381
"4930469K13Rik",-1.98492646853455,3.03511544479358,12.0466642620213,0.00293092899653512,0.816109466114161
"Rftn1",-0.836888900842455,6.72629107570774,11.7562790855911,0.0032104521218534,0.853903346173977
"Cd274",0.850212506882579,7.40809511477855,11.6269971143131,0.00334446119798586,0.853903346173977
"G0s2",-2.08385595581308,3.13953445073029,11.8498572891635,0.00335663052091008,0.853903346173977
"Itk",-2.32776382116992,8.2461725931455,11.5848836571047,0.00338946607497467,0.853903346173977
"Itgb2",-1.00757579806629,7.46921948363697,11.2810333819646,0.0037351553022869,0.91910879659297
"Pde3b",-0.9072296578262,8.09478434781125,11.1720312955539,0.00386871242765688,0.930337413569032
"Dock10",-1.53714772070045,9.55498333976607,10.6973303901245,0.00451667542591336,1
"Map4k1",1.17194603024175,4.64545723732603,10.4215851591104,0.00494882999891595,1
"Fcrl1",-2.11885666621012,1.03811318759606,10.1834192210136,0.00535988282113216,1
"B2m",1.09235029551297,11.0316617570694,10.1271036897302,0.00546262266480229,1
"Iigp1",3.87510331719707,4.06310038592152,10.0652620588474,0.00557801250551221,1
"Fabp5",1.21892819409528,8.51001745393882,9.91673025579916,0.00586656645526245,1
"Ncbp2as2",0.498036326176628,6.0573930706509,9.45609651925216,0.00687442130727147,1
"Itgal",-0.884572275209036,6.30222348624145,9.42941687066746,0.00693853272984243,1
"Arhgef6",-0.949212187102616,5.28965152034714,9.40759707603319,0.00699146827492453,1
"Ccl4",-1.78926809203645,8.04919692357984,9.09347461904239,0.00780641882342134,1
"Rpl24",0.502874453859923,10.9181194571406,9.04717169559035,0.00793539622161665,1
"Dennd1a",-0.813232071955123,7.77867965234755,9.02141402158192,0.00800818653308457,1
"Plcb1",-1.08626129993834,7.98837466164233,8.96299913241083,0.00817607975994018,1
"Laptm5",-1.07880091738031,9.09700262941799,8.67469807085922,0.00906525799844385,1
"Cxcl16",0.667572604453713,7.3177081668339,8.62370096115638,0.00923367650730707,1
"Mctp2",-1.21144215939404,5.73041866705221,8.47260091002005,0.00975385188756079,1
"Esr1",-0.921314292122883,3.46454146446196,8.41930022411944,0.0099451977972724,1
"Fastkd1",1.13208256289285,2.30323074015241,8.25317932355431,0.0105693854927344,1
"H2-D1",1.13797291412872,10.3072188350893,8.24821721306978,0.0105887012481742,1
"Cacna1a",-1.04222815955051,4.8214921297825,8.19221783098844,0.0108094821662017,1
"Xlr",-1.90797305760539,2.71571556768152,8.11836806409309,0.0111086582009601,1
"Gbp6",2.32953801001269,3.32375454696891,8.11831656179031,0.0111088700923269,1
"Gbf1",-0.545994793917318,6.66672344419692,8.10258735606621,0.0111737981991844,1
"Chmp2b",0.565860620689607,5.17067098507141,8.02413605595965,0.0115041255028415,1
"Cd52",-1.14506273236343,10.1420829868725,7.914381555221,0.0119850003350839,1
